Order_ID,Date,Customer_Name,Region,Sales_Rep,Product_Category,Units_Sold,Unit_Price,Discount_Pct,Gross_Revenue,Net_Revenue,Profit
ORD-2025-1067,2025-11-06,Client Corp 835,North,Vikram Singh,Advisory API,18,25000,0.05,450000,427500.0,141062.08261967808
ORD-2025-1068,2025-07-10,Client Corp 136,West,Rohan Mehta,FinTech Software,2,1500,0.0,3000,3000.0,951.657107863499
ORD-2025-1069,2025-08-06,Client Corp 879,North,Vikram Singh,FinTech Software,21,7500,0.2,157500,126000.0,47864.79059407732
ORD-2025-1070,2025-02-13,Client Corp 468,West,Priya Nair,Risk Engine,15,12000,0.15,180000,153000.0,60811.51686087188
ORD-2025-1071,2025-06-11,Client Corp 794,North,Rohan Mehta,FinTech Software,20,1500,0.0,30000,30000.0,5487.528754637185
ORD-2025-1072,2025-07-21,Client Corp 624,South,Priya Nair,POS Hardware,18,12000,0.2,216000,172800.0,59056.95408320624
ORD-2025-1073,2025-09-27,Client Corp 378,Central,Aarav Sharma,Payment Gateway,15,7500,0.15,112500,95625.0,18402.13158979778
ORD-2025-1074,2025-12-17,Client Corp 316,East,Priya Nair,Risk Engine,19,12000,0.1,228000,205200.0,63966.191537729625
ORD-2025-1075,2025-10-31,Client Corp 966,West,Aarav Sharma,Advisory API,23,25000,0.0,575000,575000.0,143193.31660802758
ORD-2025-1076,2025-09-28,Client Corp 972,Central,Aarav Sharma,POS Hardware,24,25000,0.0,600000,600000.0,152175.83033118834
ORD-2025-1077,2025-08-03,Client Corp 897,East,Priya Nair,Risk Engine,12,12000,0.1,144000,129600.0,34306.4212913821
ORD-2025-1078,2025-09-09,Client Corp 372,East,Rohan Mehta,FinTech Software,13,1500,0.1,19500,17550.0,5775.883795396958
ORD-2025-1079,2025-07-09,Client Corp 980,North,Vikram Singh,FinTech Software,22,1500,0.0,33000,33000.0,8585.675728096652
ORD-2025-1080,2025-10-23,Client Corp 161,South,Vikram Singh,FinTech Software,11,1500,0.1,16500,14850.0,5284.339416303759
ORD-2025-1081,2025-08-01,Client Corp 695,South,Aarav Sharma,FinTech Software,5,12000,0.05,60000,57000.0,15793.934634650537
ORD-2025-1082,2025-07-27,Client Corp 979,Central,Aarav Sharma,Advisory API,1,1500,0.15,1500,1275.0,250.41607929484732
ORD-2025-1083,2025-08-25,Client Corp 828,South,Rohan Mehta,POS Hardware,24,7500,0.15,180000,153000.0,56319.66141601642
ORD-2025-1084,2025-12-04,Client Corp 441,West,Ananya Verma,Payment Gateway,3,25000,0.15,75000,63750.0,15847.102366268402
ORD-2025-1085,2025-02-22,Client Corp 496,South,Priya Nair,Advisory API,22,7500,0.05,165000,156750.0,44495.69001052426
ORD-2025-1086,2025-10-07,Client Corp 798,Central,Aarav Sharma,Advisory API,19,1500,0.1,28500,25650.0,8836.592545114025
ORD-2025-1087,2025-08-05,Client Corp 118,South,Vikram Singh,Payment Gateway,23,7500,0.2,172500,138000.0,35850.94792476534
ORD-2025-1088,2025-09-09,Client Corp 276,West,Rohan Mehta,Payment Gateway,7,1500,0.1,10500,9450.0,1829.336268140751
ORD-2025-1089,2025-07-07,Client Corp 711,North,Priya Nair,FinTech Software,12,12000,0.0,144000,144000.0,38842.711384762835
ORD-2025-1090,2025-02-10,Client Corp 495,Central,Rohan Mehta,Advisory API,15,7500,0.15,112500,95625.0,38887.59497283426
ORD-2025-1091,2025-06-06,Client Corp 544,North,Priya Nair,Risk Engine,5,12000,0.1,60000,54000.0,18036.87778898931
ORD-2025-1092,2025-01-15,Client Corp 332,North,Priya Nair,Payment Gateway,15,12000,0.2,180000,144000.0,49126.31937793867
ORD-2025-1093,2025-10-28,Client Corp 175,North,Aarav Sharma,Payment Gateway,8,3200,0.0,25600,25600.0,8492.741551949659
ORD-2025-1094,2025-03-06,Client Corp 364,East,Rohan Mehta,POS Hardware,10,1500,0.05,15000,14250.0,3245.5531152412736
ORD-2025-1095,2025-12-11,Client Corp 554,East,Rohan Mehta,Risk Engine,16,25000,0.05,400000,380000.0,106552.04840612794
ORD-2025-1096,2025-11-23,Client Corp 895,North,Vikram Singh,Risk Engine,8,1500,0.2,12000,9600.0,3458.1652954290853
ORD-2025-1097,2025-01-09,Client Corp 817,Central,Vikram Singh,Payment Gateway,1,25000,0.0,25000,25000.0,5108.237385318955
ORD-2025-1098,2025-12-10,Client Corp 834,West,Aarav Sharma,FinTech Software,12,1500,0.15,18000,15300.0,3774.2753938014234
ORD-2025-1099,2025-05-09,Client Corp 483,West,Aarav Sharma,POS Hardware,5,12000,0.1,60000,54000.0,13301.095645717462
ORD-2025-1100,2025-05-16,Client Corp 663,South,Ananya Verma,Risk Engine,3,7500,0.0,22500,22500.0,6382.902209010333
ORD-2025-1101,2025-03-04,Client Corp 950,Central,Vikram Singh,Payment Gateway,1,7500,0.05,7500,7125.0,2958.9305470111367
ORD-2025-1102,2025-05-19,Client Corp 605,East,Priya Nair,Risk Engine,4,3200,0.2,12800,10240.0,2009.0942587301606
ORD-2025-1103,2025-03-22,Client Corp 466,North,Rohan Mehta,POS Hardware,8,25000,0.2,200000,160000.0,48718.11818421484
ORD-2025-1104,2025-06-12,Client Corp 243,South,Aarav Sharma,POS Hardware,3,25000,0.1,75000,67500.0,15055.707848597809
ORD-2025-1105,2025-10-16,Client Corp 984,West,Rohan Mehta,Advisory API,10,25000,0.2,250000,200000.0,82592.47417966771
ORD-2025-1106,2025-09-18,Client Corp 168,East,Rohan Mehta,Payment Gateway,2,12000,0.2,24000,19200.0,3978.102549784155
ORD-2025-1107,2025-08-19,Client Corp 198,East,Ananya Verma,POS Hardware,11,25000,0.0,275000,275000.0,76137.66615586502
ORD-2025-1108,2025-02-10,Client Corp 495,North,Vikram Singh,Advisory API,10,7500,0.15,75000,63750.0,22764.640267969473
ORD-2025-1109,2025-01-28,Client Corp 124,West,Aarav Sharma,Advisory API,21,12000,0.1,252000,226800.0,79174.3066263899
ORD-2025-1110,2025-05-15,Client Corp 990,Central,Rohan Mehta,Risk Engine,14,1500,0.0,21000,21000.0,5910.552329945418
ORD-2025-1111,2025-07-20,Client Corp 568,East,Aarav Sharma,Risk Engine,7,25000,0.15,175000,148750.0,39145.91279591204
ORD-2025-1112,2025-11-24,Client Corp 583,North,Priya Nair,Advisory API,2,25000,0.0,50000,50000.0,13771.348542634445
ORD-2025-1113,2025-09-25,Client Corp 664,Central,Ananya Verma,Risk Engine,9,1500,0.0,13500,13500.0,3286.255092633991
ORD-2025-1114,2025-02-02,Client Corp 250,West,Priya Nair,POS Hardware,16,25000,0.2,400000,320000.0,73369.56969268221
ORD-2025-1115,2025-02-17,Client Corp 243,East,Aarav Sharma,FinTech Software,13,1500,0.15,19500,16575.0,4905.031916889264
ORD-2025-1116,2025-03-03,Client Corp 668,Central,Aarav Sharma,POS Hardware,9,12000,0.1,108000,97200.0,23760.355461545143
ORD-2025-1117,2025-08-04,Client Corp 138,Central,Vikram Singh,Advisory API,20,7500,0.1,150000,135000.0,33613.757942670905
ORD-2025-1118,2025-10-20,Client Corp 208,Central,Rohan Mehta,Advisory API,4,1500,0.15,6000,5100.0,1721.8694216928575
ORD-2025-1119,2025-04-09,Client Corp 792,East,Rohan Mehta,POS Hardware,22,3200,0.2,70400,56320.0,23229.125405121104
ORD-2025-1120,2025-06-21,Client Corp 141,East,Priya Nair,Risk Engine,10,1500,0.05,15000,14250.0,4629.439225913063
ORD-2025-1121,2025-12-26,Client Corp 285,South,Ananya Verma,Risk Engine,22,25000,0.0,550000,550000.0,109161.28965257555
ORD-2025-1122,2025-08-02,Client Corp 497,West,Rohan Mehta,Advisory API,12,12000,0.2,144000,115200.0,22825.735755837242
ORD-2025-1123,2025-02-04,Client Corp 322,North,Vikram Singh,Payment Gateway,17,12000,0.15,204000,173400.0,70806.42875870908
ORD-2025-1124,2025-08-15,Client Corp 733,Central,Priya Nair,Risk Engine,14,1500,0.0,21000,21000.0,5278.345583148962
ORD-2025-1125,2025-04-11,Client Corp 232,South,Priya Nair,POS Hardware,14,7500,0.1,105000,94500.0,19098.07924435054
ORD-2025-1126,2025-05-11,Client Corp 262,North,Vikram Singh,Risk Engine,2,3200,0.05,6400,6080.0,1968.5258615698367
ORD-2025-1127,2025-09-14,Client Corp 314,South,Ananya Verma,POS Hardware,21,12000,0.1,252000,226800.0,74770.45029989576
ORD-2025-1128,2025-01-05,Client Corp 832,East,Vikram Singh,Advisory API,20,25000,0.15,500000,425000.0,142647.4916521062
ORD-2025-1129,2025-08-06,Client Corp 334,Central,Ananya Verma,Risk Engine,11,25000,0.0,275000,275000.0,67148.53383859772
ORD-2025-1130,2025-09-12,Client Corp 942,North,Vikram Singh,POS Hardware,16,7500,0.15,120000,102000.0,18729.909549570348
ORD-2025-1131,2025-12-25,Client Corp 757,North,Vikram Singh,Advisory API,19,12000,0.0,228000,228000.0,93845.6410165487
ORD-2025-1132,2025-10-10,Client Corp 850,North,Aarav Sharma,Payment Gateway,23,1500,0.2,34500,27600.0,6629.915534657863
ORD-2025-1133,2025-07-26,Client Corp 687,North,Priya Nair,POS Hardware,6,25000,0.05,150000,142500.0,48770.09905139713
ORD-2025-1134,2025-01-15,Client Corp 108,North,Vikram Singh,Payment Gateway,24,7500,0.2,180000,144000.0,50341.1283030082
ORD-2025-1135,2025-12-12,Client Corp 173,South,Vikram Singh,Payment Gateway,19,12000,0.2,228000,182400.0,59535.68469007156
ORD-2025-1136,2025-02-11,Client Corp 591,Central,Rohan Mehta,FinTech Software,5,12000,0.15,60000,51000.0,13009.986505175055
ORD-2025-1137,2025-06-28,Client Corp 352,East,Priya Nair,Risk Engine,4,12000,0.05,48000,45600.0,11174.877401193935
ORD-2025-1138,2025-03-04,Client Corp 329,East,Rohan Mehta,POS Hardware,15,12000,0.0,180000,180000.0,58219.269812756764
ORD-2025-1139,2025-12-18,Client Corp 618,East,Priya Nair,Payment Gateway,4,12000,0.0,48000,48000.0,18617.421699206687
ORD-2025-1140,2025-08-19,Client Corp 273,East,Rohan Mehta,FinTech Software,20,25000,0.1,500000,450000.0,183247.24272372673
ORD-2025-1141,2025-08-29,Client Corp 752,South,Vikram Singh,Advisory API,10,7500,0.0,75000,75000.0,15406.304479267637
ORD-2025-1142,2025-02-21,Client Corp 267,West,Vikram Singh,POS Hardware,24,12000,0.15,288000,244800.0,53160.49064734124
ORD-2025-1143,2025-04-06,Client Corp 269,Central,Aarav Sharma,Payment Gateway,22,3200,0.2,70400,56320.0,22907.41106271913
ORD-2025-1144,2025-08-10,Client Corp 492,North,Rohan Mehta,Risk Engine,3,3200,0.2,9600,7680.0,2739.98173286669
ORD-2025-1145,2025-08-19,Client Corp 894,West,Ananya Verma,FinTech Software,5,7500,0.2,37500,30000.0,11757.555538774366
ORD-2025-1146,2025-08-25,Client Corp 733,East,Aarav Sharma,Payment Gateway,6,1500,0.05,9000,8550.0,1954.802165245724
ORD-2025-1147,2025-05-23,Client Corp 293,West,Rohan Mehta,Risk Engine,21,1500,0.0,31500,31500.0,10112.149185587077
ORD-2025-1148,2025-06-20,Client Corp 616,Central,Rohan Mehta,Payment Gateway,22,1500,0.15,33000,28050.0,9769.071749618432
ORD-2025-1149,2025-01-29,Client Corp 128,North,Aarav Sharma,POS Hardware,8,3200,0.05,25600,24320.0,8347.27705297689
ORD-2025-1150,2025-02-05,Client Corp 264,North,Vikram Singh,POS Hardware,7,1500,0.1,10500,9450.0,2626.688034885671
ORD-2025-1151,2025-01-13,Client Corp 521,Central,Rohan Mehta,POS Hardware,21,25000,0.15,525000,446250.0,81973.79290013913
ORD-2025-1152,2025-06-09,Client Corp 438,Central,Vikram Singh,FinTech Software,10,12000,0.15,120000,102000.0,32630.029870568364
ORD-2025-1153,2025-11-23,Client Corp 747,East,Aarav Sharma,POS Hardware,6,3200,0.15,19200,16320.0,3928.9481086586916
ORD-2025-1154,2025-07-06,Client Corp 595,North,Vikram Singh,Risk Engine,14,7500,0.2,105000,84000.0,24197.125602240667
ORD-2025-1155,2025-08-31,Client Corp 464,West,Priya Nair,Payment Gateway,4,7500,0.15,30000,25500.0,10450.395812312961
ORD-2025-1156,2025-03-27,Client Corp 932,South,Ananya Verma,Advisory API,13,12000,0.0,156000,156000.0,43019.882292532755
ORD-2025-1157,2025-10-11,Client Corp 441,South,Rohan Mehta,Risk Engine,20,3200,0.15,64000,54400.0,20756.449776610752
ORD-2025-1158,2025-03-07,Client Corp 599,Central,Ananya Verma,Risk Engine,17,1500,0.2,25500,20400.0,4595.094805748333
ORD-2025-1159,2025-06-19,Client Corp 756,East,Vikram Singh,POS Hardware,23,1500,0.15,34500,29325.0,10011.276985100152
ORD-2025-1160,2025-02-14,Client Corp 610,South,Rohan Mehta,FinTech Software,7,25000,0.1,175000,157500.0,65280.86287779207
ORD-2025-1161,2025-03-03,Client Corp 426,North,Vikram Singh,Payment Gateway,4,25000,0.1,100000,90000.0,18400.890978855434
ORD-2025-1162,2025-05-14,Client Corp 316,Central,Priya Nair,FinTech Software,14,1500,0.2,21000,16800.0,3057.546007060038
ORD-2025-1163,2025-10-11,Client Corp 400,West,Aarav Sharma,Payment Gateway,3,7500,0.0,22500,22500.0,6391.347080216117
ORD-2025-1164,2025-01-28,Client Corp 231,Central,Rohan Mehta,Payment Gateway,24,7500,0.0,180000,180000.0,36401.42086781906
ORD-2025-1165,2025-04-18,Client Corp 903,West,Priya Nair,FinTech Software,5,25000,0.05,125000,118750.0,42703.95396577259
ORD-2025-1166,2025-02-13,Client Corp 169,Central,Priya Nair,Risk Engine,16,12000,0.2,192000,153600.0,61361.921944113274
ORD-2025-1167,2025-12-06,Client Corp 351,Central,Rohan Mehta,Payment Gateway,23,1500,0.15,34500,29325.0,8333.139605924245
ORD-2025-1168,2025-10-13,Client Corp 514,Central,Vikram Singh,FinTech Software,20,25000,0.2,500000,400000.0,96836.31764692233
ORD-2025-1169,2025-11-27,Client Corp 886,West,Priya Nair,Payment Gateway,4,25000,0.05,100000,95000.0,27004.3956733507
ORD-2025-1170,2025-05-08,Client Corp 544,West,Ananya Verma,Advisory API,24,1500,0.2,36000,28800.0,10184.471316979208
ORD-2025-1171,2025-12-14,Client Corp 975,Central,Priya Nair,Risk Engine,24,1500,0.2,36000,28800.0,5246.5823648435235
ORD-2025-1172,2025-08-19,Client Corp 281,South,Vikram Singh,POS Hardware,2,7500,0.05,15000,14250.0,4580.932644037664
ORD-2025-1173,2025-07-09,Client Corp 266,East,Vikram Singh,Payment Gateway,18,12000,0.0,216000,216000.0,70673.04094456173
ORD-2025-1174,2025-08-13,Client Corp 190,East,Ananya Verma,Advisory API,19,12000,0.15,228000,193800.0,64544.155739623755
ORD-2025-1175,2025-10-10,Client Corp 813,East,Priya Nair,POS Hardware,19,1500,0.05,28500,27075.0,6446.15947571574
ORD-2025-1176,2025-05-01,Client Corp 957,West,Vikram Singh,POS Hardware,17,3200,0.1,54400,48960.0,17203.205120782342
ORD-2025-1177,2025-04-26,Client Corp 630,West,Rohan Mehta,Payment Gateway,14,25000,0.0,350000,350000.0,70676.88485186921
ORD-2025-1178,2025-08-21,Client Corp 138,South,Aarav Sharma,FinTech Software,19,25000,0.1,475000,427500.0,97395.13652149377
ORD-2025-1179,2025-09-16,Client Corp 225,East,Aarav Sharma,Payment Gateway,22,1500,0.0,33000,33000.0,12889.562769503496
ORD-2025-1180,2025-12-25,Client Corp 550,East,Aarav Sharma,Advisory API,24,3200,0.15,76800,65280.0,23324.12334706326
ORD-2025-1181,2025-07-17,Client Corp 272,Central,Priya Nair,POS Hardware,13,7500,0.15,97500,82875.0,15190.899069285655
ORD-2025-1182,2025-05-17,Client Corp 752,West,Ananya Verma,Payment Gateway,12,1500,0.2,18000,14400.0,3450.3883558380294
ORD-2025-1183,2025-11-14,Client Corp 853,East,Vikram Singh,FinTech Software,6,1500,0.1,9000,8100.0,1874.8062029387117
ORD-2025-1184,2025-06-14,Client Corp 319,South,Rohan Mehta,Payment Gateway,21,25000,0.0,525000,525000.0,128621.59733265855
ORD-2025-1185,2025-08-13,Client Corp 737,South,Rohan Mehta,Risk Engine,4,1500,0.15,6000,5100.0,1221.0131588225809
ORD-2025-1186,2025-11-03,Client Corp 157,East,Priya Nair,FinTech Software,19,1500,0.05,28500,27075.0,5279.795869737011
ORD-2025-1187,2025-08-22,Client Corp 759,West,Aarav Sharma,Advisory API,16,1500,0.15,24000,20400.0,5918.972769258033
ORD-2025-1188,2025-06-21,Client Corp 575,South,Priya Nair,POS Hardware,13,25000,0.05,325000,308750.0,109870.55048165482
ORD-2025-1189,2025-06-01,Client Corp 555,Central,Ananya Verma,Payment Gateway,4,7500,0.0,30000,30000.0,9768.468417965541
ORD-2025-1190,2025-11-11,Client Corp 928,South,Ananya Verma,FinTech Software,23,7500,0.15,172500,146625.0,50070.85401796643
ORD-2025-1191,2025-06-09,Client Corp 994,North,Vikram Singh,Risk Engine,17,1500,0.15,25500,21675.0,4323.638026745516
ORD-2025-1192,2025-04-06,Client Corp 460,North,Vikram Singh,FinTech Software,23,25000,0.0,575000,575000.0,234805.71800439665
ORD-2025-1193,2025-08-21,Client Corp 100,West,Ananya Verma,Risk Engine,1,7500,0.15,7500,6375.0,2430.3925057798283
ORD-2025-1194,2025-06-29,Client Corp 486,East,Ananya Verma,Advisory API,18,7500,0.05,135000,128250.0,47865.6800032965
ORD-2025-1195,2025-04-23,Client Corp 447,West,Ananya Verma,POS Hardware,20,7500,0.15,150000,127500.0,48133.304434278085
ORD-2025-1196,2025-11-14,Client Corp 289,West,Priya Nair,Advisory API,17,25000,0.1,425000,382500.0,154472.82464658748
ORD-2025-1197,2025-02-21,Client Corp 604,West,Ananya Verma,Payment Gateway,15,25000,0.2,375000,300000.0,93186.28556018624
ORD-2025-1198,2025-09-25,Client Corp 290,West,Rohan Mehta,FinTech Software,11,1500,0.05,16500,15675.0,3574.9609512180086
ORD-2025-1199,2025-10-22,Client Corp 607,Central,Aarav Sharma,Risk Engine,22,12000,0.1,264000,237600.0,77939.4684541833
ORD-2025-1200,2025-04-23,Client Corp 468,Central,Ananya Verma,Risk Engine,13,7500,0.0,97500,97500.0,34933.42695182977
ORD-2025-1201,2025-04-11,Client Corp 508,South,Aarav Sharma,FinTech Software,1,12000,0.05,12000,11400.0,4070.9419882166135
ORD-2025-1202,2025-04-23,Client Corp 923,North,Priya Nair,FinTech Software,17,25000,0.2,425000,340000.0,103750.2403720174
ORD-2025-1203,2025-03-22,Client Corp 216,West,Aarav Sharma,Payment Gateway,6,25000,0.2,150000,120000.0,23571.61111680705
